cashInLimit,totalCashOutTimes,totalCashInTimes,cashOutAmount,cashInAmount,amountRemain,date,time
20000,15,12,16890,13905,17015,2019-01-06,18:42
20000,10,36,8114,36975,48861,2019-01-06,18:41
20000,11,33,14371,30939,36568,2019-01-06,18:40
20000,38,12,46245,12092,-14153,2019-01-06,18:39
20000,40,14,40720,13854,-6866,2019-01-06,18:38
20000,34,21,33960,21225,7265,2019-01-06,18:37
20000,22,14,20171,15918,15747,2019-01-06,18:36
20000,23,3,26306,2742,-3564,2019-01-06,18:35
20000,48,9,57826,6424,-31402,2019-01-06,18:34
20000,26,20,27882,17263,9381,2019-01-06,18:33
20000,33,47,35295,47677,32382,2019-01-06,18:32
20000,41,41,39692,43330,23638,2019-01-06,18:31
20000,13,4,10856,3481,12625,2019-01-06,18:30
20000,35,36,36103,35350,19247,2019-01-06,18:29
20000,48,33,48649,34783,6134,2019-01-06,18:28
20000,1,34,1329,35895,54566,2019-01-06,18:27
20000,35,26,37314,27447,10133,2019-01-06,18:26
20000,10,28,10352,23461,33109,2019-01-06,18:25
20000,24,45,22429,43806,41377,2019-01-06,18:24
20000,19,27,23750,27948,24198,2019-01-06,18:23
20000,34,27,37572,22842,5270,2019-01-06,18:22
20000,17,47,20025,44227,44202,2019-01-06,18:21
20000,34,23,33980,27272,13292,2019-01-06,18:20
20000,20,44,17364,41202,43838,2019-01-06,18:19
20000,14,30,16051,29034,32983,2019-01-06,18:18
20000,38,19,49039,19779,-9260,2019-01-06,18:17
20000,38,31,35295,40348,25053,2019-01-06,18:16
20000,34,41,35647,47224,31577,2019-01-06,18:15
20000,1,11,512,13370,32858,2019-01-06,18:14
20000,30,32,25584,33848,28264,2019-01-06,18:13
20000,26,4,28279,3210,-5069,2019-01-06,18:12
20000,32,16,37927,17537,-390,2019-01-06,18:11
20000,46,27,49090,29955,865,2019-01-06,18:10
20000,21,31,20660,30545,29885,2019-01-06,18:09
20000,19,10,17946,7285,9339,2019-01-06,18:08
20000,19,35,19297,32039,32742,2019-01-06,18:07
20000,38,7,38272,9336,-8936,2019-01-06,18:06
20000,15,20,16759,19911,23152,2019-01-06,18:05
20000,27,36,29327,34767,25440,2019-01-06,18:04
20000,1,39,1879,39050,57171,2019-01-06,18:03
20000,15,0,14808,0,5192,2019-01-06,18:02
20000,10,40,11428,42491,51063,2019-01-06,18:01
20000,18,33,17508,37330,39822,2019-01-06,18:00
20000,48,2,45707,1250,-24457,2019-01-06,17:59
20000,2,33,867,35223,54356,2019-01-06,17:58
20000,13,44,13287,31891,38604,2019-01-06,17:57
20000,26,30,23866,30069,26203,2019-01-06,17:56
20000,16,6,15066,8789,13723,2019-01-06,17:55
20000,22,10,23911,6895,2984,2019-01-06,17:54
20000,11,12,12991,11981,18990,2019-01-06,17:53
20000,40,40,38209,40673,22464,2019-01-06,17:52
20000,30,10,32734,9428,-3306,2019-01-06,17:51
20000,18,31,17258,33849,36591,2019-01-06,17:50
20000,5,0,4700,0,15300,2019-01-06,17:49
20000,1,26,669,27088,46419,2019-01-06,17:48
20000,40,37,40212,42012,21800,2019-01-06,17:47
20000,5,9,3664,10869,27205,2019-01-06,17:46
20000,43,9,44294,7268,-17026,2019-01-06,17:45
20000,25,27,22761,28203,25442,2019-01-06,17:44
20000,28,29,22466,30907,28441,2019-01-06,17:43
20000,32,24,40787,20185,-602,2019-01-06,17:42
20000,10,3,11275,3157,11882,2019-01-06,17:41
20000,10,40,12661,38507,45846,2019-01-06,17:40
20000,25,38,21849,31901,30052,2019-01-06,17:39
20000,21,37,23311,38768,35457,2019-01-06,17:38
20000,48,38,51635,37788,6153,2019-01-06,17:37
20000,49,4,47805,4082,-23723,2019-01-06,17:36
20000,34,19,36356,19947,3591,2019-01-06,17:35
20000,43,19,38891,21928,3037,2019-01-06,17:34
20000,34,16,37022,14236,-2786,2019-01-06,17:33
20000,13,31,11283,32206,40923,2019-01-06,17:32
20000,25,23,25706,20005,14299,2019-01-06,17:31
20000,48,49,41281,49739,28458,2019-01-06,17:30
20000,15,25,18752,27429,28677,2019-01-06,17:29
20000,0,45,0,49251,69251,2019-01-06,17:28
20000,35,22,33740,25295,11555,2019-01-06,17:27
20000,36,6,36855,6348,-10507,2019-01-06,17:26
20000,0,9,0,12425,32425,2019-01-06,17:25
20000,37,27,32182,31023,18841,2019-01-06,17:24
20000,39,30,44436,30844,6408,2019-01-06,17:23
20000,7,39,6372,41424,55052,2019-01-06,17:22
20000,45,49,44831,50157,25326,2019-01-06,17:21
20000,7,44,6686,44640,57954,2019-01-06,17:20
20000,15,44,18047,44109,46062,2019-01-06,17:19
20000,23,33,19813,32524,32711,2019-01-06,17:18
20000,27,30,22984,34682,31698,2019-01-06,17:17
20000,10,6,9353,6153,16800,2019-01-06,17:16
20000,41,42,46014,42806,16792,2019-01-06,17:15
20000,0,12,0,12365,32365,2019-01-06,17:14
20000,39,21,38098,19188,1090,2019-01-06,17:13
20000,44,20,49245,21377,-7868,2019-01-06,17:12
20000,43,0,45117,0,-25117,2019-01-06,17:11
20000,27,38,29990,41863,31873,2019-01-06,17:10
20000,21,39,18761,41701,42940,2019-01-06,17:09
20000,23,16,26152,17567,11415,2019-01-06,17:08
20000,23,9,22009,8263,6254,2019-01-06,17:07
20000,13,45,16778,44886,48108,2019-01-06,17:06
20000,6,5,5883,6018,20135,2019-01-06,17:05
20000,18,3,16079,2995,6916,2019-01-06,17:04
20000,1,13,284,16763,36479,2019-01-06,17:03
20000,45,10,39939,12006,-7933,2019-01-06,17:02
20000,6,14,8491,17969,29478,2019-01-06,17:01
20000,12,41,12403,44894,52491,2019-01-06,17:00
20000,18,25,21177,32186,31009,2019-01-06,16:59
20000,24,39,25727,39114,33387,2019-01-06,16:58
20000,8,37,8936,33264,44328,2019-01-06,16:57
20000,43,18,45663,17186,-8477,2019-01-06,16:56
20000,10,46,7387,45629,58242,2019-01-06,16:55
20000,36,49,38504,49181,30677,2019-01-06,16:54
20000,31,10,30718,13227,2509,2019-01-06,16:53
20000,9,4,8204,2831,14627,2019-01-06,16:52
20000,0,45,0,47777,67777,2019-01-06,16:51
20000,16,21,13873,24776,30903,2019-01-06,16:50
20000,39,42,43076,39665,16589,2019-01-06,16:49
20000,37,22,40175,24238,4063,2019-01-06,16:48
20000,30,45,29729,51270,41541,2019-01-06,16:47
20000,38,0,39785,0,-19785,2019-01-06,16:46
20000,47,8,48673,9086,-19587,2019-01-06,16:45
20000,5,13,5635,8704,23069,2019-01-06,16:44
20000,40,37,44053,38550,14497,2019-01-06,16:43
20000,11,47,9647,46799,57152,2019-01-06,16:42
20000,18,30,18173,28063,29890,2019-01-06,16:41
20000,13,4,13356,2506,9150,2019-01-06,16:40
20000,16,29,11451,29203,37752,2019-01-06,16:39
20000,5,38,5497,37898,52401,2019-01-06,16:38
20000,35,14,36225,13246,-2979,2019-01-06,16:37
20000,22,19,20374,19159,18785,2019-01-06,16:36
20000,9,8,10248,8165,17917,2019-01-06,16:35
20000,0,21,0,17045,37045,2019-01-06,16:34
20000,9,46,8912,49456,60544,2019-01-06,16:33
20000,49,42,50283,34580,4297,2019-01-06,16:32
20000,46,9,43369,11152,-12217,2019-01-06,16:31
20000,31,7,34720,4764,-9956,2019-01-06,16:30
20000,33,36,31795,32385,20590,2019-01-06,16:29
20000,43,3,45518,2509,-23009,2019-01-06,16:28
20000,43,43,45561,43266,17705,2019-01-06,16:27
20000,18,15,16083,14275,18192,2019-01-06,16:26
20000,1,3,1695,4122,22427,2019-01-06,16:25
20000,17,22,17018,16318,19300,2019-01-06,16:24
20000,6,4,5689,3388,17699,2019-01-06,16:23
20000,33,24,37070,23916,6846,2019-01-06,16:22
20000,12,25,15032,24066,29034,2019-01-06,16:21
20000,25,43,23858,42612,38754,2019-01-06,16:20
20000,40,43,34697,48436,33739,2019-01-06,16:19
20000,39,15,43361,14991,-8370,2019-01-06,16:18
20000,49,12,44724,10626,-14098,2019-01-06,16:17
20000,48,31,41279,30721,9442,2019-01-06,16:16
20000,9,2,7437,1897,14460,2019-01-06,16:15
20000,39,10,37135,13514,-3621,2019-01-06,16:14
20000,9,3,9464,1271,11807,2019-01-06,16:13
20000,30,6,32040,6187,-5853,2019-01-06,16:12
20000,2,7,2230,3943,21713,2019-01-06,16:11
20000,37,1,38179,296,-17883,2019-01-06,16:10
20000,20,47,19908,48771,48863,2019-01-06,16:09
20000,22,19,23655,19913,16258,2019-01-06,16:08
20000,0,23,0,18428,38428,2019-01-06,16:07
20000,7,44,9062,43810,54748,2019-01-06,16:06
20000,29,12,29823,15912,6089,2019-01-06,16:05
20000,33,16,34085,17667,3582,2019-01-06,16:04
20000,37,34,42774,31857,9083,2019-01-06,16:03
20000,25,11,25109,13113,8004,2019-01-06,16:02
20000,38,13,35846,10939,-4907,2019-01-06,16:01
20000,17,1,18770,1135,2365,2019-01-06,16:00
20000,38,21,35549,25720,10171,2019-01-06,15:59
20000,41,0,43066,0,-23066,2019-01-06,15:58
20000,28,10,31996,14042,2046,2019-01-06,15:57
20000,42,38,48020,39766,11746,2019-01-06,15:56
20000,18,39,20655,34231,33576,2019-01-06,15:55
20000,17,23,18515,22306,23791,2019-01-06,15:54
20000,39,15,39878,15516,-4362,2019-01-06,15:53
20000,48,24,44937,21566,-3371,2019-01-06,15:52
20000,9,44,7652,46433,58781,2019-01-06,15:51
20000,36,16,33882,15550,1668,2019-01-06,15:50
20000,31,20,25476,24090,18614,2019-01-06,15:49
20000,25,36,29674,36260,26586,2019-01-06,15:48
20000,5,5,3975,3194,19219,2019-01-06,15:47
20000,2,44,2409,45479,63070,2019-01-06,15:46
20000,28,39,30325,37147,26822,2019-01-06,15:45
20000,9,48,8628,47426,58798,2019-01-06,15:44
20000,46,9,49969,9455,-20514,2019-01-06,15:43
20000,1,24,1312,21280,39968,2019-01-06,15:42
20000,28,38,31849,35755,23906,2019-01-06,15:41
20000,28,24,26898,27237,20339,2019-01-06,15:40
20000,26,44,23881,45819,41938,2019-01-06,15:39
20000,21,29,23482,27091,23609,2019-01-06,15:38
20000,15,29,17510,23607,26097,2019-01-06,15:37
20000,27,18,31956,23708,11752,2019-01-06,15:36
20000,38,46,44514,43574,19060,2019-01-06,15:35
20000,4,44,3050,40573,57523,2019-01-06,15:34
20000,27,21,25746,23098,17352,2019-01-06,15:33
20000,23,30,21678,24800,23122,2019-01-06,15:32
20000,7,34,8479,33824,45345,2019-01-06,15:31
20000,5,12,4886,9640,24754,2019-01-06,15:30
20000,25,46,21563,46437,44874,2019-01-06,15:29
20000,30,21,32225,15202,2977,2019-01-06,15:28
20000,32,24,35575,22982,7407,2019-01-06,15:27
20000,12,46,13775,46781,53006,2019-01-06,15:26
20000,19,37,18972,39831,40859,2019-01-06,15:25
20000,1,8,194,10480,30286,2019-01-06,15:24
20000,45,29,48332,30780,2448,2019-01-06,15:23
20000,42,45,46393,49249,22856,2019-01-06,15:22
20000,13,24,14075,24203,30128,2019-01-06,15:21
20000,38,44,37068,42639,25571,2019-01-06,15:20
20000,42,12,49850,13465,-16385,2019-01-06,15:19
20000,4,26,4050,31000,46950,2019-01-06,15:18
20000,13,27,13180,30641,37461,2019-01-06,15:17
20000,2,44,2263,45801,63538,2019-01-06,15:16
20000,10,21,11011,21184,30173,2019-01-06,15:15
20000,9,39,10581,38182,47601,2019-01-06,15:14
20000,39,11,35916,10740,-5176,2019-01-06,15:13
20000,19,34,19460,34490,35030,2019-01-06,15:12
20000,43,6,41562,6212,-15350,2019-01-06,15:11
20000,20,26,15856,31723,35867,2019-01-06,15:10
20000,39,31,44282,32683,8401,2019-01-06,15:09
20000,6,6,3779,5047,21268,2019-01-06,15:08
20000,5,5,2692,6099,23407,2019-01-06,15:07
20000,9,30,5781,27768,41987,2019-01-06,15:06
20000,34,16,36036,13561,-2475,2019-01-06,15:05
20000,34,5,30308,5348,-4960,2019-01-06,15:04
20000,35,46,41551,44581,23030,2019-01-06,15:03
20000,19,22,16390,23253,26863,2019-01-06,15:02
20000,39,30,42461,32553,10092,2019-01-06,15:01
20000,24,21,27852,21490,13638,2019-01-06,15:00
20000,27,8,27028,5041,-1987,2019-01-06,14:59
20000,44,30,39780,27902,8122,2019-01-06,14:58
20000,18,12,17309,12524,15215,2019-01-06,14:57
20000,32,3,33335,3880,-9455,2019-01-06,14:56
20000,5,3,3186,2002,18816,2019-01-06,14:55
20000,49,31,49916,27634,-2282,2019-01-06,14:54
20000,49,17,44619,18589,-6030,2019-01-06,14:53
20000,39,9,36184,10395,-5789,2019-01-06,14:52
20000,40,47,44657,50242,25585,2019-01-06,14:51
20000,7,32,8108,31241,43133,2019-01-06,14:50
20000,19,43,20824,42724,41900,2019-01-06,14:49
20000,21,13,21713,15237,13524,2019-01-06,14:48
20000,13,25,18595,28050,29455,2019-01-06,14:47
20000,38,23,40852,24536,3684,2019-01-06,14:46
20000,8,10,7226,11816,24590,2019-01-06,14:45
20000,0,48,0,49093,69093,2019-01-06,14:44
20000,17,21,22922,19049,16127,2019-01-06,14:43
20000,12,45,9755,44116,54361,2019-01-06,14:42
20000,18,26,16726,22635,25909,2019-01-06,14:41
20000,45,23,52661,21208,-11453,2019-01-06,14:40
20000,7,39,6922,35025,48103,2019-01-06,14:39
20000,27,34,34463,32606,18143,2019-01-06,14:38
20000,49,45,47633,49646,22013,2019-01-06,14:37
20000,21,3,22113,1827,-286,2019-01-06,14:36
20000,19,49,20727,44917,44190,2019-01-06,14:35
20000,2,27,1652,24999,43347,2019-01-06,14:34
20000,29,22,28503,23498,14995,2019-01-06,14:33
20000,6,14,6812,12722,25910,2019-01-06,14:32
20000,30,45,32276,52333,40057,2019-01-06,14:31
20000,28,18,25362,22554,17192,2019-01-06,14:30
20000,39,3,37602,2803,-14799,2019-01-06,14:29
20000,23,30,18638,27592,28954,2019-01-06,14:28
20000,10,25,11892,21715,29823,2019-01-06,14:27
20000,14,6,11604,5500,13896,2019-01-06,14:26
20000,34,43,35056,38120,23064,2019-01-06,14:25
20000,6,5,5071,6940,21869,2019-01-06,14:24
20000,8,9,9732,7063,17331,2019-01-06,14:23
20000,5,4,4362,4646,20284,2019-01-06,14:22
20000,48,28,55195,32997,-2198,2019-01-06,14:21
20000,41,15,45577,13088,-12489,2019-01-06,14:20
20000,36,29,37984,28450,10466,2019-01-06,14:19
20000,27,47,26170,48456,42286,2019-01-06,14:18
20000,18,37,19900,43118,43218,2019-01-06,14:17
20000,21,21,18365,22944,24579,2019-01-06,14:16
20000,40,13,43779,19384,-4395,2019-01-06,14:15
20000,48,30,54516,25865,-8651,2019-01-06,14:14
20000,39,30,43266,33887,10621,2019-01-06,14:13
20000,49,38,45968,36944,10976,2019-01-06,14:12
20000,33,22,30977,22194,11217,2019-01-06,14:11
20000,23,15,22466,18459,15993,2019-01-06,14:10
20000,48,48,50137,50695,20558,2019-01-06,14:09
20000,36,5,36081,3987,-12094,2019-01-06,14:08
20000,1,12,1991,10557,28566,2019-01-06,14:07
20000,0,17,0,17826,37826,2019-01-06,14:06
20000,45,34,45911,38370,12459,2019-01-06,14:05
20000,24,49,26788,51267,44479,2019-01-06,14:04
20000,36,42,34053,44500,30447,2019-01-06,14:03
20000,49,4,53657,2391,-31266,2019-01-06,14:02
20000,48,12,48666,8283,-20383,2019-01-06,14:01
20000,28,26,31466,22791,11325,2019-01-06,14:00
20000,4,20,2649,21186,38537,2019-01-06,13:59
20000,30,30,38224,27932,9708,2019-01-06,13:58
20000,12,1,9606,1272,11666,2019-01-06,13:57
20000,2,47,1869,48415,66546,2019-01-06,13:56
20000,26,16,28059,14433,6374,2019-01-06,13:55
20000,43,27,54795,31711,-3084,2019-01-06,13:54
20000,16,32,16244,35860,39616,2019-01-06,13:53
20000,37,20,36206,16410,204,2019-01-06,13:52
20000,42,30,45421,27257,1836,2019-01-06,13:51
20000,12,33,10640,32900,42260,2019-01-06,13:50
20000,4,1,6430,1015,14585,2019-01-06,13:49
20000,12,40,11752,46728,54976,2019-01-06,13:48
20000,16,28,14867,30995,36128,2019-01-06,13:47
20000,21,28,23958,24084,20126,2019-01-06,13:46
20000,7,40,8744,43543,54799,2019-01-06,13:45
20000,47,17,52938,16117,-16821,2019-01-06,13:44
20000,32,36,33413,32591,19178,2019-01-06,13:43
20000,19,48,22697,45947,43250,2019-01-06,13:42
20000,30,5,31482,5089,-6393,2019-01-06,13:41
20000,27,17,26530,19370,12840,2019-01-06,13:40
20000,14,30,15307,34203,38896,2019-01-06,13:39
20000,39,47,36312,41216,24904,2019-01-06,13:38
20000,8,28,6715,30404,43689,2019-01-06,13:37
20000,5,45,6581,41047,54466,2019-01-06,13:36
20000,13,5,12497,4439,11942,2019-01-06,13:35
20000,46,43,52073,43728,11655,2019-01-06,13:34
20000,20,23,20735,22208,21473,2019-01-06,13:33
20000,33,15,38435,14802,-3633,2019-01-06,13:32
20000,12,43,11097,43975,52878,2019-01-06,13:31
20000,25,13,25435,19164,13729,2019-01-06,13:30
20000,0,44,0,49736,69736,2019-01-06,13:29
20000,43,6,48204,7385,-20819,2019-01-06,13:28
20000,42,7,48346,5518,-22828,2019-01-06,13:27
20000,10,43,12525,38470,45945,2019-01-06,13:26
20000,6,28,5952,32952,47000,2019-01-06,13:25
20000,28,31,25380,37986,32606,2019-01-06,13:24
20000,43,30,50741,33783,3042,2019-01-06,13:23
20000,45,48,47444,50494,23050,2019-01-06,13:22
20000,39,9,33469,9188,-4281,2019-01-06,13:21
20000,21,38,21344,42376,41032,2019-01-06,13:20
20000,16,6,16898,5419,8521,2019-01-06,13:19
20000,20,0,20282,0,-282,2019-01-06,13:18
20000,16,16,18355,15402,17047,2019-01-06,13:17
20000,35,37,42336,39188,16852,2019-01-06,13:16
20000,3,8,2230,7818,25588,2019-01-06,13:15
20000,7,39,8250,40532,52282,2019-01-06,13:14
20000,9,2,9221,1878,12657,2019-01-06,13:13
20000,23,30,24683,27199,22516,2019-01-06,13:12
20000,12,26,14326,29205,34879,2019-01-06,13:11
20000,23,20,21652,22502,20850,2019-01-06,13:10
20000,32,28,27503,23486,15983,2019-01-06,13:09
20000,46,1,42342,264,-22078,2019-01-06,13:08
20000,19,18,20105,18454,18349,2019-01-06,13:07
20000,46,39,51718,37355,5637,2019-01-06,13:06
20000,39,9,41900,8778,-13122,2019-01-06,13:05
20000,39,2,36760,2235,-14525,2019-01-06,13:04
20000,33,6,30129,4124,-6005,2019-01-06,13:03
20000,15,24,18744,23428,24684,2019-01-06,13:02
20000,16,17,19937,16904,16967,2019-01-06,13:01
20000,4,13,4536,16729,32193,2019-01-06,13:00
20000,29,25,29118,24427,15309,2019-01-06,12:59
20000,5,32,5719,24420,38701,2019-01-06,12:58
20000,19,3,17262,1981,4719,2019-01-06,12:57
20000,47,42,48016,43086,15070,2019-01-06,12:56
20000,4,26,5601,26492,40891,2019-01-06,12:55
20000,20,48,18124,45704,47580,2019-01-06,12:54
20000,33,7,35748,8196,-7552,2019-01-06,12:53
20000,18,3,18143,2610,4467,2019-01-06,12:52
20000,24,38,26970,43841,36871,2019-01-06,12:51
20000,12,31,13768,36768,43000,2019-01-06,12:50
20000,19,32,18786,29135,30349,2019-01-06,12:49
20000,19,15,22593,16444,13851,2019-01-06,12:48
20000,39,6,38576,5282,-13294,2019-01-06,12:47
20000,15,43,13406,42730,49324,2019-01-06,12:46
20000,1,11,1190,11637,30447,2019-01-06,12:45
20000,14,17,15002,16530,21528,2019-01-06,12:44
20000,4,19,3419,21622,38203,2019-01-06,12:43
20000,10,38,10628,39774,49146,2019-01-06,12:42
20000,37,25,37437,24516,7079,2019-01-06,12:41
20000,21,21,22648,17808,15160,2019-01-06,12:40
20000,32,0,36042,0,-16042,2019-01-06,12:39
20000,11,22,10739,20237,29498,2019-01-06,12:38
20000,10,40,9747,46710,56963,2019-01-06,12:37
20000,30,42,27076,38428,31352,2019-01-06,12:36
20000,13,10,14959,8451,13492,2019-01-06,12:35
20000,16,42,18391,46027,47636,2019-01-06,12:34
20000,10,36,11754,43092,51338,2019-01-06,12:33
20000,0,48,0,53298,73298,2019-01-06,12:32
20000,11,44,13262,44624,51362,2019-01-06,12:31
20000,15,1,13674,1490,7816,2019-01-06,12:30
20000,44,34,45523,39606,14083,2019-01-06,12:29
20000,37,4,38996,5222,-13774,2019-01-06,12:28
20000,49,0,46384,0,-26384,2019-01-06,12:27
20000,15,4,18985,3309,4324,2019-01-06,12:26
20000,37,35,39132,36876,17744,2019-01-06,12:25
20000,24,40,27306,40242,32936,2019-01-06,12:24
20000,38,1,39688,1851,-17837,2019-01-06,12:23
20000,19,7,17848,4863,7015,2019-01-06,12:22
20000,8,29,7354,32929,45575,2019-01-06,12:21
20000,40,25,41925,20513,-1412,2019-01-06,12:20
20000,33,18,27950,14831,6881,2019-01-06,12:19
20000,0,45,0,48105,68105,2019-01-06,12:18
20000,37,1,37965,517,-17448,2019-01-06,12:17
20000,36,11,34964,13597,-1367,2019-01-06,12:16
20000,44,12,49936,12991,-16945,2019-01-06,12:15
20000,4,31,4080,30887,46807,2019-01-06,12:14
20000,13,21,16360,26104,29744,2019-01-06,12:13
20000,27,21,28507,23049,14542,2019-01-06,12:12
20000,44,5,43935,5122,-18813,2019-01-06,12:11
20000,10,26,13318,27858,34540,2019-01-06,12:10
20000,16,40,16312,40522,44210,2019-01-06,12:09
20000,42,45,35200,40327,25127,2019-01-06,12:08
20000,16,34,16186,29520,33334,2019-01-06,12:07
20000,22,3,24880,2953,-1927,2019-01-06,12:06
20000,48,44,51933,49938,18005,2019-01-06,12:05
20000,32,12,33427,12138,-1289,2019-01-06,12:04
20000,9,32,8680,28887,40207,2019-01-06,12:03
20000,44,32,39789,32892,13103,2019-01-06,12:02
20000,21,40,23201,35220,32019,2019-01-06,12:01
20000,0,31,0,33430,53430,2019-01-06,12:00
20000,47,37,46747,45570,18823,2019-01-06,11:59
20000,4,25,3637,24126,40489,2019-01-06,11:58
20000,31,3,30747,1158,-9589,2019-01-06,11:57
20000,13,5,13699,3786,10087,2019-01-06,11:56
20000,33,6,37412,4542,-12870,2019-01-06,11:55
20000,31,26,35486,28464,12978,2019-01-06,11:54
20000,34,29,32245,31214,18969,2019-01-06,11:53
20000,46,27,51007,28704,-2303,2019-01-06,11:52
20000,25,32,27223,31685,24462,2019-01-06,11:51
20000,0,16,0,12847,32847,2019-01-06,11:50
20000,46,11,49779,10814,-18965,2019-01-06,11:49
20000,48,25,48905,24551,-4354,2019-01-06,11:48
20000,34,49,37632,54227,36595,2019-01-06,11:47
20000,1,26,221,34104,53883,2019-01-06,11:46
20000,25,34,25570,32152,26582,2019-01-06,11:45
20000,19,0,19441,0,559,2019-01-06,11:44
20000,49,34,54361,34976,615,2019-01-06,11:43
20000,34,18,36166,25196,9030,2019-01-06,11:42
20000,41,41,38748,47028,28280,2019-01-06,11:41
20000,17,10,21711,8567,6856,2019-01-06,11:40
20000,5,48,3438,52614,69176,2019-01-06,11:39
20000,26,49,24892,48215,43323,2019-01-06,11:38
20000,29,8,28699,7932,-767,2019-01-06,11:37
20000,43,47,45200,46366,21166,2019-01-06,11:36
20000,11,14,11417,18588,27171,2019-01-06,11:35
20000,40,1,39275,1074,-18201,2019-01-06,11:34
20000,48,15,50849,13230,-17619,2019-01-06,11:33
20000,31,33,30745,32550,21805,2019-01-06,11:32
20000,9,31,8492,34020,45528,2019-01-06,11:31
20000,37,36,30585,40345,29760,2019-01-06,11:30
20000,1,46,1138,51679,70541,2019-01-06,11:29
20000,37,35,38709,38564,19855,2019-01-06,11:28
20000,37,19,42705,18910,-3795,2019-01-06,11:27
20000,34,40,28234,46282,38048,2019-01-06,11:26
20000,17,33,15550,34064,38514,2019-01-06,11:25
20000,44,28,33552,25249,11697,2019-01-06,11:24
20000,20,43,21763,46365,44602,2019-01-06,11:23
20000,49,44,50324,50111,19787,2019-01-06,11:22
20000,36,7,32030,10114,-1916,2019-01-06,11:21
20000,17,13,19185,13781,14596,2019-01-06,11:20
20000,1,4,383,1525,21142,2019-01-06,11:19
20000,47,18,44709,17339,-7370,2019-01-06,11:18
20000,26,23,30030,27063,17033,2019-01-06,11:17
20000,47,22,42451,27048,4597,2019-01-06,11:16
20000,6,14,6244,13673,27429,2019-01-06,11:15
20000,33,25,38954,24052,5098,2019-01-06,11:14
20000,10,40,8693,41301,52608,2019-01-06,11:13
20000,47,0,46492,0,-26492,2019-01-06,11:12
20000,26,40,30574,43555,32981,2019-01-06,11:11
20000,14,1,13728,1597,7869,2019-01-06,11:10
20000,48,6,47502,5977,-21525,2019-01-06,11:09
20000,47,46,48054,44287,16233,2019-01-06,11:08
20000,45,5,39111,4633,-14478,2019-01-06,11:07
20000,2,16,1684,18787,37103,2019-01-06,11:06
20000,2,17,1913,17375,35462,2019-01-06,11:05
20000,1,31,401,35008,54607,2019-01-06,11:04
20000,7,40,5880,42809,56929,2019-01-06,11:03
20000,0,5,0,4755,24755,2019-01-06,11:02
20000,42,1,41602,272,-21330,2019-01-06,11:01
20000,44,35,42299,28928,6629,2019-01-06,11:00
20000,24,21,25702,21449,15747,2019-01-06,10:59
20000,22,44,23050,50915,47865,2019-01-06,10:58
20000,27,13,30068,12097,2029,2019-01-06,10:57
